title,artwork_date,artist_name,birth_year,birth_year_key
paraSITE homeless shelter,1997,Michael Rakowitz,1973,1973
Basic House (Prototype),1999,Martín Ruiz de Azúa,1965,1965
Personal SafetyPac,2002,Humanscale,1982,1982
Personal SafetyPac,2002,Pollen Design,1997,1997
Personal SafetyPac,2002,Ed Kilduff,1970,1970
Personal SafetyPac,2002,Paul Treible,1968,1968
Personal SafetyPac,2002,Jon Leyfert,1963,1963
Personal SafetyPac,2002,Computer Design,1988,1988
Personal SafetyPac,2002,Inc.,1973,1973
Personal SafetyPac,2002,Manuel Saez,1974,1974
Personal SafetyPac,2002,Marc Plawner,1972,1972
Personal SafetyPac,2002,Erika Gerzsenyi,1965,1965
Freeplay Human Powered Torch,1998,Byron Qually,1949,1949
Oyster Glove,1995,Carl Mertens,1919,1919
Middle Upper Arm Circumference (MUAC) measuring device,1994,Médecins Sans Frontières (Doctors Without Borders),1971,1971
X&I scissors,1983,Ouzak Design Formation,1996,1996
Terminal City,1999,Roy Arden,1957,1957
"Untitled (No. 4), 1970",2002,Tim Lee,1975,1975
Tianguis Aerial 3,2003,Melanie Smith,1965,1965
"""Rainy Day"" Lamps",2003,Kazuhiro Yamanaka,1971,1971
Dimensions,1945,Gray Foy,1922,1922
Wall-mounted Compact Disc Player,1999,Naoto Fukasawa,1956,1956
Cries and Whispers,2003,Hill Jephson Robb,1970,1970
"protekt, universal protection set",2002,Paul Kirps,1969,1969
Suited for Subversion (Prototype),2002,Ralph Borland,1974,1974
Static Dissipative Finger Cots,1985,North Safety Products Development and Manufacturing Team,1973,1973
Giro Atmos Bicycle Helmet,2003,Greg Marting,1960,1960
SLX Mitten Cold Water Surf Mitten,2004,Eli Marmar,1973,1973
SLX Mitten Cold Water Surf Mitten,2004,John Hunter,1965,1965
Body Props,2000,Olivier Peyricot,1969,1969
Body Props,2000,IDSland,2000,2000
SmartFit Multiple-Use Earplug,2003,Thomas W. Fleming,1944,1944
Snow Grabber,2001,Hiroyuki Tazawa,1948,1948
Too Hot to Handle (Prototype),2003,Duncan Turner,1979,1979
Clean Call disposable telephone covers,1993,Elizabeth A. Wilkes,1945,1945
Emergency Safety Kit for motorists,1998,Carlson Technology,1982,1982
Emergency Safety Kit for motorists,1998,Inc.,1946,1946
Compeed X-TREME Flex,2002,Jan Marcussen,1957,1957
Lifestat Emergency Pocket Airway,1970,Ronald J. French,1938,1938
Wave Multi-Tool,2004,Benjamin Rivera,1967,1967
Subtle Safety Defensive Ring,2003,RedStart Design,2004,2004
Subtle Safety Defensive Ring,2003,LLC,1975,1975
Subtle Safety Defensive Ring,2003,Amanda Knox Sather,1975,1975
Subtle Safety Defensive Ring,2003,Kim Hoffmann,1979,1979
Swivel Outlet Cover,1986,Safety 1st,1984,1984
"Zé Carioca no. 4, A Volta de Zé Carioca (1960).  Edição Histórica, Ed. Abril,",2004,Rivane Neuenschwander,1967,1967
Drawing No. 1 (Desenho No. 1),1958,Hércules Barsotti,1914,1914
"Untitled from Prada advertising campaign, Fall/Winter 1997",1996,Glen Luchford,1968,1968
SAM Finger Splint,1984,Sam Scheinberg,1941,1941
Target ClearRx Prescription System,2004,Deborah Adler,1975,1975
Target ClearRx Prescription System,2004,Klaus Rosburg,1962,1962
Ten-element Blood-sugar Monitoring Implant for Diabetics (Prototype),2004,Craig Grimes,1956,1956
Ten-element Blood-sugar Monitoring Implant for Diabetics (Prototype),2004,The Pennsylvania State University,1882,1882
LifePort Kidney Transporter,1998,Andrew Burroughs,1962,1962
LifePort Kidney Transporter,1998,Dickon Isaacs,1971,1971
LifePort Kidney Transporter,1998,Stacy Benjamin,1970,1970
LifePort Kidney Transporter,1998,Dick Grant,1950,1950
LifePort Kidney Transporter,1998,John Grimley,1971,1971
LifePort Kidney Transporter,1998,Jerry O'Leary,1976,1976
LifePort Kidney Transporter,1998,Anton Schubert,1968,1968
LifePort Kidney Transporter,1998,Amy Schwartz,1958,1958
LifePort Kidney Transporter,1998,Paul South,1959,1959
LifePort Kidney Transporter,1998,Eric Sugalski,1978,1978
LifePort Kidney Transporter,1998,David Kravitz,1957,1957
LifePort Kidney Transporter,1998,Douglas Schein,1973,1973
LifePort Kidney Transporter,1998,John Brassil,1959,1959
LifePort Kidney Transporter,1998,Organ Recovery Systems,1998,1998
Arctic Armor fabric,2002,Frabill,1944,1944
NanoSphere fabric,2003,Schoeller Textil AG,1868,1868
Help Point Intercom for the New York City Subway,2004,Masamichi Udagawa,1964,1964
Help Point Intercom for the New York City Subway,2004,Sigi Moeslinger,1968,1968
Help Point Intercom for the New York City Subway,2004,Antenna Design,1997,1997
Help Point Intercom for the New York City Subway,2004,MTA New York City Transit Team,1953,1953
Titanium Series Padlock,1997,Design Continuum,1983,1983
Titanium Series Padlock,1997,Inc.,1921,1921
LifeLite 88 Raised Reflective Pavement Markers,1960,Al Heenan,1909,1909
Headscarf,2003,Galya Rosenfeld,1977,1977
Headscarf,2003,Bezalel Academy of Art and Design,1906,1906
Argus3 Thermal Imaging Camera,2002,Alloy Ltd. Total Product Design,1999,1999
Argus3 Thermal Imaging Camera,2002,James Lamb,1971,1971
Blizzard Survival Bag,1998,Derek Ryden,1956,1956
DuPont EVAC+ Emergency Escape Smoke Hood,2002,EVAC+ Design/Engineering Team,2001,2001
3-in-1 Inflatable Kite / Splint / Body Warmer,1990,Bernard William Hanning,1942,1942
3-in-1 Inflatable Kite / Splint / Body Warmer,1990,Vernon Pascoe,1942,1942
NOAQ Tubewall Flood Fighting System,1997,NOAQ Flood Protection AB,2001,2001
NOAQ Tubewall Flood Fighting System,1997,Sigurd Melin,1952,1952
NOAQ Tubewall Flood Fighting System,1997,Anders Mohss,1958,1958
Sheather Plus Nails,2001,Edward G. Sutt Jr.,1968,1968
DrägerMan PSS 500 Air Unit for firefighters,1998,Jakob Wagner,1963,1963
Storm All-Weather Safety Whistle,1991,Dr. Howard Wright,1956,1956
SolarRoll 14 Flexible Solar Panel,2002,Brunton,1894,1894
Watercone water-collection device,1999,Stephan Augustin,1967,1967
Stokke Xplory baby stroller,2003,Bård Eker Industrial Design,1994,1994
Stokke Xplory baby stroller,2003,K8 Industridesign,1998,1998
ID400 #101-200,1998,Tomoko Sawada,1977,1977
Untitled (Butterfly),2003,Mark Grotjahn,1968,1968
Mullerpile,2004,Dave Muller,1964,1964
Untitled (Man with Light),2004,Johannes Kahrs,1965,1965
Three in One (Self Anointed),2002,Richard Dupont,1968,1968
Map I (Old Map),2003,Thomas Scheibitz,1968,1968
Paper Softwall,2003,Stephanie Forsythe,1970,1970
Paper Softwall,2003,Todd MacAllen,1966,1966
Tuber9,2004,Lionel Theodore Dean,1962,1962
The same but different,2000,Paul Edmunds,1970,1970
Moonrath,2004,Lisa Fromartz,1946,1946
For Thirty Years Next to His Heart,1990,Sue Williamson,1941,1941
Transall,2002,Christiane Baumgartner,1967,1967
Making Democracy Work,1996,Sandile Goje,1972,1972
Green Man Salon,1990,Norman Catherine,1949,1949
"Night Patrol, New York",2004,Robert Hodgins,1920,1920
Disasters of Peace,2001,Diane Victor,1964,1964
Moon Bride and Sun Bridegroom,1973,Dan Rakgoathe,1937,1937
Salut balas - Ciao cacao,2004,Kai Althoff,1966,1966
Salut balas - Ciao cacao,2004,Abel Auer,1974,1974
Salut balas - Ciao cacao,2004,Dorota Jurczak,1978,1978
Salut balas - Ciao cacao,2004,Armin Krämer,1973,1973
Concave Cup,2000,Ted Muehling,1953,1953
You will indeed be clever to come through fire with water,2000,Nomathemba Tana,1953,1953
Crying in Public,2003,Claudette Schreuders,1973,1973
Fabricated Cultural Belief Systems,2004,Ryan McGinness,1972,1972
CHP 100 Conical Hand Protector,2001,Med-Eng Systems,1981,1981
"The High Line, New York, NY",2005,James Corner,1999,1999
"The High Line, New York, NY",2005,Field Operations,1981,1981
Nadir 13,1988,Jo Ractliffe,1961,1961
Java Jacket Cup Sleeve,1993,Jay D. Sorensen,1958,1958
Earlarm II,1998,Kanji Hongu,1945,1945
Green Spots,1996,Tomma Abts,1967,1967
Mass Movement Moonshine,2004,Scoli Acosta,1973,1973
Untitled No. 3,2003,Lucas Ajemian,1975,1975
Untitled (Booth Study),2001,Ricci Albenda,1966,1966
Imperial II (Study),2003,Hurvin Anderson,1965,1965
Cruel Hoax,2003,Reed Anderson,1969,1969
Untitled (#7),2003,Siegfried Anzinger,1953,1953
Bodhisattva,2004,Ryoko Aoki,1973,1973
Stolen Kisses,2002,Polly Apfelbaum,1955,1955
"Study #2 for ""Untitled (Scoop)""",2002,Philip Argent,1962,1962
Erzählung am Boden Nr. 237,2000,Martin Assig,1959,1959
Machine,2004,Monika Baer,1964,1964
Untitled (Parking Blocks),2003,Chris Ballantyne,1972,1972
Longevity,2002,Joan Banach,1953,1953
Idyll in Elysium from the series Elysian Fields,2003,Hernan Bas,1978,1978
Man with Special Hat,2002,Michael Gerald Bauer,1982,1982
Untitled (I Wanna Live...),2002,Julie Becker,1972,1972
Saint Lazarus,1997,Matthew Benedict,1968,1968
Untitled (Parrot),2004,Rebecca Bird,1973,1973
Lass' doch,2003,Norbert Bisky,1970,1970
5th Avenue and Broadway Store,1940,Pearl Blauvelt,1893,1893
Echt Hängengeblieben & Aussteigen durch Drinbleiben,2002,Cosima von Bonin,1962,1962
Jane B.,2003,Carol Bove,1971,1971
Part,2002,Andrea Bowers,1965,1965
Dentinha,2003,Sebastiaan Bremer,1970,1970
"28,000' #3",2004,Beth Brideau,1976,1976
Fingerprince,2000,Alex Brown,1966,1966
Untitled (Buttocks),2003,Don Brown,1962,1962
Die Zeit bin Ich,2002,Maria Brunner,1962,1962
UN,2002,Berlinde De Bruyckere,1964,1964
Untwining,1968,Fritz Bultman,1919,1919
Untitled (Wrestlers),2003,A.K. Burns,1975,1975
Smarter Than You Think,2003,Kathy Butterly,1963,1963
Coward,1993,Peter Cain,1959,1959
Waterfalls above Clouds,2004,Ernesto Caivano,1972,1972
My Potential Future Based on Present Circumstances (12/14/02),2002,Beth Campbell,1971,1971
02028 (Czar Nicholas II and Family 1915),2002,Davide Cantoni,1965,1965
Shore Cottage - Eight Bubbles,2004,Robert Chambers,1958,1958
Figure Self-Portrait,2002,Anne Chu,1959,1959
Dahmer's Profile,2003,Chivas Clem,1977,1977
Untitled (Roxie),2003,Dawn Clements,1958,1958
The Conversation,2004,Michael Cline,1973,1973
Oh My Gosh,2003,Prince Toffee,1972,1972
Desolate Freestyle 1,2003,Nigel Cooke,1973,1973
Untitled Score (red),2002,Bjorn Copeland,1975,1975
Enlarge (from + to -) IV,2003,Marti Cormand,1970,1970
Ana Mendieta - Dead Artist,2002,Benjamin Cottam,1975,1975
A Poppie,2000,Ann Craven,1967,1967
Preceding,2004,Amy Cutler,1974,1974
Coma Gossip Ferdl (Haxn-Halo),2004,Björn Dahlem,1974,1974
Organograma,2002,José Damasceno,1968,1968
Tetradattilo con vegetazione (#65),1975,Ele D'Artagnan (Michele Lombardi-Toscanini),1911,1911
Cincinnati Tape Piece,1972,Jaime Davidovich,1936,1936
Untitled (#12),2002,Jeff Davis,1967,1967
Lois and Cleo,2002,Xiomara De Oliver,1967,1967
Disposal,1980,Peter Dean,1939,1939
Snakes and Ruins,2003,Benjamin Degen,1976,1976
The Creek Hotel,2003,Brian DeGraw,1974,1974
"I Shit Crystals for You, David",2004,Kirsten Deirup,1980,1980
Adidas-Panzer,2001,Damien Deroubaix,1972,1972
Containment,2001,Steve DiBenedetto,1958,1958
Secrecy as Policy,2003,Don Doe,1963,1963
"Butt Print, Kiss My Royal Irish Ass, First Performance July 3, 1993",1993,Cheryl Donegan,1962,1962
Untitled (Betty González),2003,Dr. Lakra (Jerónimo López Ramírez),1970,1970
G2,2003,Jim Drain,1975,1975
"First Class, Lake Varese",2001,Rachel Feinstein,1971,1971
brzrk rbt 8x1001,2003,Chad Ferber,1975,1975
Andy Warhol with Cows,2003,Dan Fischer,1977,1977
Pietrasanta Painting P04.10,2004,Caio Fonseca,1959,1959
Higgins Pond,1974,Sideo Fromboluti,1920,1920
Premonition,2003,Barnaby Furnas,1973,1973
Big Hug/Kama,2003,Franziska Furter,1972,1972
Untitled (mushrooms),1990,Ingeborg Gabriel,1951,1951
Untitled (Mt. Shasta),2003,Tim Gardner,1973,1973
Pink (Two Lines Meeting in Space),2004,Amy Gartrell,1974,1974
Anagram,2003,Anna Gaskell,1969,1969
Chelsea Pastoral,2003,Tamara Gayer,1969,1969
She Could Hardly Wait,1996,Steve Gianakos,1938,1938
From the Empire State Building,2003,Ewan Gibbs,1973,1973
"Double Your Pleasure, Triple My Pain",2003,Graham Gillmore,1963,1963
Entwurf mit Tischfiguration,1989,Bruno Gironcoli,1936,1936
On Display (Purse),2003,Victoria Gitman,1972,1972
Catapult,1990,Judith Godwin,1930,1930
Chicken Pox,2003,Anthony Goicolea,1971,1971
SB,2001,Greg Goldberg,1973,1973
Suspended Animation - 29 Drawings of the Same Photograph,2000,Dryden Goodwin,1971,1971
Moonriver,2002,Sam Gordon,1973,1973
Burl Country Orgasm,2003,Matt Greene,1972,1972
Study for Reading,2001,Alex Grey,1953,1953
Floating Hitler Head,2002,Karl Haendel,1976,1976
Misplaced my face and dropped my eyes and feeling somewhat empty,2004,Debra Hampton,1971,1971
Evelyn,1982,Paz Errázuriz,1941,1941
Hockey Fights/Fruit Bowls,2003,Chris Hanson,1964,1964
Hockey Fights/Fruit Bowls,2003,Hendrika Sonnenberg,1963,1963
"Marcus, Spider",1995,Richard Hawkins,1961,1961
Lemon Poppyseed Muffins,2000,Karen Heagle,1974,1974
"a: Er glaubt Es erst Wenn Er Es sieht, b: Sie sagt: Heil Satan du Wichser, c: He Thinks: Money Is the Root of All Evil",2003,Lothar Hempel,1966,1966
Untitled (Washington vs. Lincoln),1994,Jonathan Herder,1965,1965
"09.12.1940, Zerstörung Birminghams I",2003,Jörg Herold,1965,1965
The Volksboutique Style Manual,2003,Christine Hill,1968,1968
Untitled (Intelligence and Sacrifice),2003,Roger Hiorns,1975,1975
Printer,2001,John Hodany,1974,1974
Boer Guerrillas,2003,Julian Hoeber,1974,1974
Busher,1997,Christian Holstad,1972,1972
Untitled (A-Z(2)),2002,Louise Hopkins,1965,1965
Untitled (Lavender Sky Volcano),2002,Violet Hopkins,1973,1973
"Stairmaster Suite: Set 6, #6 (7-20-96), Stairmaster Suite: Set 6, #12 (7-30-96), Stairmaster Suite: Set 6, #18 (8-14-96), Stairmaster Suite: Set 6, #24 (8-23-96), Stairmaster Suite: Set 6, #30 (9-6-96)",1996,Jonathan Horowitz,1966,1966
Untitled XII,2002,Shirazeh Houshiary,1955,1955
Inlet Intuit,2003,Shelby Hughes,1981,1981
Untitled 1003,2003,Jim Isermann,1955,1955
Mischievs,2003,Jun Iseyama,1975,1975
Knock Knock,2003,Jason Jägel,1971,1971
"Untitled, 1978",2004,Gareth James,1970,1970
Punch,2004,Aaron Johnson,1975,1975
Brooks Adams,1997,Jane Kaplowitz,1949,1949
"a: Surrounded by apologetic trees, b: Everybody was famous",2002,Kerstin Kartscher,1966,1966
Meereslandschaft,1999,Axel Kasseböhmer,1952,1952
Bobby #2,2003,Kurt Kauper,1966,1966
Antenna #50,2001,Martin Kersels,1960,1960
Untitled (27.4.03),2003,Thomas Kiesewetter,1963,1963
Six Minute Sex Toy,2003,John Kleckner,1978,1978
Goat,2002,Tom Knechtel,1952,1952
Où est Marcel,2002,Philip Knoll,1959,1959
Two over Halley's Comet,2003,Terence Koh,1977,1977
Untitled (Houses on Hillside),2003,David Korty,1971,1971
Leise,2002,Uwe Kowski,1963,1963
Untitled (III),1992,Michael Krebber,1954,1954
Going Home!,2001,Peter Land,1966,1966
Claudication,2004,Michael Landy,1963,1963
Dolphin in Wave,2003,Katerina Lanfranco,1978,1978
Jesus Thoughts 2,2000,Wes Lang,1972,1972
Electric Chair (Interior),1983,William Leavitt,1941,1941
Paolina 1,2000,Marie Luise Lebschik,1952,1952
Anoda Sistem,2002,Ghariokwu Lemi,1955,1955
Double,2003,Charlene Liu,1975,1975
Untitled (History of the SUV-No Blond Jokes),2003,Nate Lowman,1979,1979
Half'ed for Sifting,2002,Cotter Luppi,1966,1966
Penis Family Vacation,2003,John Lurie,1952,1952
Phiiliip Exploding (All Over),2003,Michael Magnan,1977,1977
Tomorrows,2003,Frank Magnotta,1970,1970
Diving for Pearls,2003,Ati Maier,1962,1962
Hanging Rubberman #2,2003,Monica Majoli,1963,1963
Konference,2001,Ján Mančuška,1972,1972
Escort Export,1993,Larry Mantello,1964,1964
Person Drawing,1987,Knox Martin,1923,1923
Prison Drawing (Gun) MDC4JF53814054 G18W5,2004,Alfredo Martinez,1967,1967
A Constructive Constructivism,2003,Yuri Masnyj,1976,1976
!!?!!!,2003,Nick Mauss,1980,1980
God Filled My Cup but I Still Felt So Empty,2003,Keegan McHargue,1982,1982
Self-Portrait Falling Over,2004,Lucy McKenzie,1977,1977
Nova Popularna,2003,Paulina Olowska,1976,1976
Snow Angel (Another Bigfoot Sighting),2003,Kelly McLane,1968,1968
A Month of Drawings in the Cursive Style (no. 13),2002,Roy McMakin,1956,1956
Cloak & Dagger,2003,Jason Meadows,1972,1972
"I Am in Town Again, Sorry",1995,Jonathan Meese,1971,1971
"Random Signs, Pferd, Abstract (Bubbles), Clown",2000,Claudia Müller,1964,1964
"Random Signs, Pferd, Abstract (Bubbles), Clown",2000,Julia Müller,1965,1965
Excerpts from book one (bricks),2002,Matthew Monahan,1972,1972
Needle-Brain Lloyd and the System Kid,1970,Meredith Monk,1942,1942
Lonely Twins,1999,Teresa Moro,1970,1970
Drawing for Theresa Pan,2000,John Morris,1965,1965
Scape,2001,Paul Morrison,1966,1966
Atlantic (#6),2003,Aaron Morse,1974,1974
Alexander in Babylon,2003,J.P. Munro,1975,1975
Untitled (I came here to make...),2002,Markus Muntean,1962,1962
Untitled (I came here to make...),2002,Adi Rosenblum,1962,1962
Untitled (Nothing),2002,Scott Myles,1975,1975
namenlos/Licht,1999,Rei Naito,1961,1961
Drinks,2003,Tracy Nakayama,1974,1974
Bridge Bathers,1984,Graham Nickson,1946,1946
"a: funken 4z, b: funken 13z",2003,Carsten Nicolai,1965,1965
A.H.,1992,Frank Nitsche,1964,1964
Snowy Owl,2003,David Noonan,1969,1969
Nuzzied,2004,John J. O'Connor,1972,1972
"Cast the Nets II, In Netz gegangen II",2000,Marcel Odenbach,1953,1953
Homeland Defense,2002,David Opdyke,1969,1969
Untitled from the series 'Ten Thousand Things That Breathe',2003,Renato Orara,1961,1961
Untitled (Scientist and Pond),2003,Christopher Orr,1967,1967
Landscape Couple (I and II),2003,Sally Osborn,1961,1961
Air Mail (Lettre de Turin-Lettre de Paris),1970,Gina Pane,1939,1939
Forces of Some Nature,2004,Erik Parker,1968,1968
Detours (I feel fat),2002,Ester Partegàs,1972,1972
"Stills from ""The Perfect Ride"" Animation",2003,Jennifer Pastor,1966,1966
Dépêche-toi!,2004,Seb Patane,1970,1970
Colour Study for the Ambulance Station,2003,Toby Paterson,1974,1974
Double Mickey,2003,Joyce Pensato,1941,1941
Knuckleduster II,2003,Simon Periton,1964,1964
Untitled (Assembly Line),2002,Jenny Perlin,1970,1970
M&A,2013,GOLDIN+SENNEBY,2004,2004
Abra Kadavour Costume,2001,Kembra Pfahler,1967,1967
$,2003,Richard Phillips,1963,1963
Golden Italy,2001,Gabriele Picco,1974,1974
Blackfoot Landscape,1979,Jody Pinto,1942,1942
Anemones,1990,Jane Piper,1916,1916
Figure holding light,2001,Magnus Plessen,1967,1967
Caracas: Growing House,2003,Marjetica Potrč,1953,1953
O,2002,Peggy Preheim,1963,1963
Quasi-Random Drawing-Concave,2003,Tobias Putrih,1972,1972
"Untitled (catcher, catcher...)",2003,Jon Pylypchuk,1973,1973
Ewan,2003,Alessandro Raho,1971,1971
Abstract,2002,Tyson Reeder,1974,1974
"Artmagazine, Artmagazine (Cover), No Title",1999,Michael S. Riedel,1972,1972
Warhol Shooting (Plakatvorlage),2001,Dennis Loesch,1979,1979
0303,2003,Michael Rodriguez,1964,1964
Plan 3 Disassembling,2002,Marsha Cottrell,1964,1964
Big Crazy Cruising Ball in the Sky,2003,Kirstine Roepstorff,1972,1972
Untitled (2 bears on quilted landscape),2004,Clare Rojas,1976,1976
70's Funk Concert Model,2003,Matthew Ronay,1976,1976
Summoning of the Serpent God,2002,Gavin R. Russom,1974,1974
Police & Terrorist,2002,Riiko Sakkinen,1976,1976
Untitled (Butterfly Flower #27),2004,Hiroe Saeki,1978,1978
Untitled (Shopping),2002,Mamoru Sakagawa,1979,1979
Untitled (Companion #3),2003,Sam Salisbury,1977,1977
Markus's Story,2003,Yehudit Sasportas,1969,1969
Untitled (Fire Eater),2003,Shinako Sato,1965,1965
Chandelier #1,2003,Matt Saunders,1975,1975
Untitled (Smoke - Fur Tips),1997,David Scher,1952,1952
"120 x 100, I",1986,Jörg Schlick,1951,1951
Venetian Blinds,2004,Mathias Schmied,1976,1976
Ciara,2000,Lara Schnitger,1969,1969
Rooms Fulfilled,2003,Christian Schwarzwald,1971,1971
Knights Castle,2004,Michael Scoggins,1973,1973
